State,Date,Season,Temp_Max_C,Temp_Min_C,Humidity_pct,Rainfall_mm,WindSpeed_kmh,SolarRad_Wm2,Evapotranspiration
Tamil Nadu,2022-08-15,Kharif,31.4,22.0,69.9,48.2,16.0,211.9,4.65
Nagaland,2021-06-29,Kharif,16.4,4.6,48.8,49.9,23.8,260.7,6.28
Daman and Diu,2022-03-03,Rabi,34.4,28.2,52.8,27.5,15.5,306.6,4.1
Chhattisgarh,2019-05-22,Zaid,34.9,30.9,49.4,56.5,21.0,285.5,4.29
Arunachal Pradesh,2021-04-19,Zaid,34.1,24.8,74.6,71.6,35.0,209.9,5.21
Maharashtra,2020-05-01,Zaid,37.8,31.2,56.0,1.1,21.2,291.4,3.66
Madhya Pradesh,2019-10-10,Kharif,31.6,26.4,43.3,13.4,26.3,265.3,5.13
Arunachal Pradesh,2020-12-27,Rabi,32.3,21.8,64.4,44.3,24.2,206.2,4.15
Punjab,2021-01-27,Rabi,29.3,21.9,43.7,18.0,12.0,280.5,4.83
Chandigarh,2019-07-09,Kharif,25.9,16.3,66.5,52.0,20.6,242.0,5.59
Maharashtra,2020-05-21,Zaid,40.1,32.5,43.2,67.8,17.1,209.5,3.48
Telangana,2021-12-02,Rabi,23.5,13.4,63.3,59.9,24.3,289.4,4.9
West Bengal,2022-11-16,Rabi,35.4,26.9,64.7,0.0,15.1,267.9,2.83
Lakshadweep,2019-12-14,Rabi,33.0,25.4,58.5,48.9,20.3,307.9,4.91
Mizoram,2020-08-10,Kharif,33.2,21.3,61.0,47.2,20.9,257.7,3.46
West Bengal,2019-07-28,Kharif,24.9,13.9,50.5,5.5,12.6,265.0,4.32
Jharkhand,2020-06-08,Kharif,38.2,33.5,56.2,60.5,18.8,251.2,2.78
Chandigarh,2019-06-10,Kharif,28.0,16.1,73.2,120.1,18.9,291.5,4.22
West Bengal,2021-02-23,Rabi,26.8,18.2,60.3,32.3,7.2,156.6,4.08
Bihar,2019-10-08,Kharif,21.6,16.8,60.4,41.8,10.0,288.7,5.18
Chhattisgarh,2020-07-08,Kharif,25.9,14.4,63.3,0.0,26.8,227.9,1.86
Himachal Pradesh,2019-05-14,Zaid,23.7,16.4,53.2,49.8,17.9,180.6,5.83
Jammu and Kashmir,2020-05-25,Zaid,29.5,21.7,56.8,16.3,13.5,261.9,1.34
Andhra Pradesh,2020-10-10,Kharif,22.1,17.2,61.7,20.3,22.4,292.0,4.02
Rajasthan,2021-04-15,Zaid,44.7,33.7,31.2,9.8,20.7,271.6,2.99
Jammu and Kashmir,2020-04-27,Zaid,38.6,33.3,60.4,26.1,20.2,199.4,7.75
Tamil Nadu,2020-11-01,Rabi,31.1,20.2,79.5,94.4,16.0,240.8,5.71
Andhra Pradesh,2022-10-24,Kharif,27.6,16.6,70.5,87.1,24.9,264.5,4.83
Chhattisgarh,2019-06-24,Kharif,33.2,27.2,48.7,80.3,33.4,241.4,4.76
Punjab,2021-09-10,Kharif,35.5,28.5,56.2,11.9,20.0,241.4,2.57
Gujarat,2019-10-20,Kharif,21.0,12.5,66.5,107.7,25.5,345.8,4.38
Bihar,2019-06-18,Kharif,29.1,19.9,49.1,0.0,23.5,271.9,4.06
Uttar Pradesh,2022-04-17,Zaid,37.0,26.4,56.5,27.6,5.9,260.3,4.61
Tripura,2021-02-09,Rabi,34.4,28.8,44.3,56.4,23.5,259.2,6.18
Uttarakhand,2020-07-13,Kharif,30.4,24.0,43.4,15.3,35.7,200.8,5.78
Kerala,2022-02-15,Rabi,34.0,25.4,84.3,64.5,8.7,262.8,2.52
Chhattisgarh,2021-11-08,Rabi,30.5,25.9,50.5,0.0,19.5,146.7,3.37
Dadra and Nagar Haveli,2020-06-11,Kharif,24.3,16.6,67.4,51.9,18.0,279.8,5.9
Delhi,2019-07-23,Kharif,28.5,18.2,77.6,61.3,1.7,316.1,6.24
Daman and Diu,2022-01-02,Rabi,28.9,22.6,51.6,1.3,12.1,211.6,3.02
Maharashtra,2019-11-08,Rabi,28.1,18.1,82.4,66.5,23.0,324.3,3.02
Tamil Nadu,2022-01-07,Rabi,34.5,27.3,82.8,108.3,29.9,226.9,6.59
Kerala,2021-08-24,Kharif,26.4,18.5,93.3,225.6,17.4,171.1,5.78
Maharashtra,2019-04-16,Zaid,33.1,26.5,65.9,60.5,0.0,324.0,5.24
Kerala,2022-07-27,Kharif,28.0,16.8,98.9,36.4,15.8,219.5,3.7
Chhattisgarh,2022-02-22,Rabi,31.7,24.5,49.2,107.6,26.8,287.8,4.56
Gujarat,2019-12-30,Rabi,30.6,20.1,72.9,0.0,22.6,275.6,1.98
Jammu and Kashmir,2020-11-09,Rabi,29.7,19.8,79.8,0.0,14.0,289.3,4.04
Haryana,2019-07-18,Kharif,30.2,25.1,63.7,48.0,20.2,215.7,3.77
Ladakh,2019-04-13,Zaid,30.3,26.2,57.8,15.4,36.3,251.1,5.29
Chhattisgarh,2020-01-01,Rabi,38.4,27.8,61.8,39.7,19.4,191.7,3.66
Bihar,2019-01-23,Rabi,31.0,22.8,71.7,57.1,9.6,210.2,2.37
Lakshadweep,2022-02-16,Rabi,32.9,27.1,54.3,43.0,30.7,208.0,5.05
Punjab,2019-08-21,Kharif,27.9,19.8,59.9,16.9,16.2,149.0,3.16
Haryana,2021-04-21,Zaid,30.8,21.2,68.4,46.7,11.7,219.3,4.78
Telangana,2022-12-14,Rabi,25.4,20.4,62.7,25.7,25.1,200.9,4.14
Chhattisgarh,2020-01-29,Rabi,34.8,26.3,53.1,93.8,22.1,277.2,4.74
Chhattisgarh,2020-02-18,Rabi,33.5,22.3,53.0,60.9,19.5,213.6,4.75
Himachal Pradesh,2022-06-23,Kharif,13.6,3.4,62.3,51.7,21.4,248.1,4.68
Lakshadweep,2020-09-15,Kharif,23.6,16.2,54.6,38.7,5.8,235.5,5.66
Gujarat,2022-01-06,Rabi,32.6,22.0,44.6,39.6,2.2,297.2,5.65
Rajasthan,2019-07-15,Kharif,27.3,17.0,28.3,12.7,7.8,255.3,5.14
Assam,2019-03-12,Rabi,35.4,23.8,81.3,263.6,11.5,192.2,3.72
Haryana,2019-02-13,Rabi,30.5,23.8,58.4,23.2,30.3,328.6,5.37
Meghalaya,2021-09-24,Kharif,29.6,23.3,58.3,31.9,15.3,286.1,4.61
Dadra and Nagar Haveli,2020-03-19,Rabi,34.4,23.8,59.0,48.7,16.0,291.2,8.33
West Bengal,2019-12-16,Rabi,26.9,20.6,51.2,92.6,10.7,312.4,4.81
Chhattisgarh,2021-06-18,Kharif,25.4,18.6,52.7,0.0,18.8,320.9,4.74
Andhra Pradesh,2022-10-21,Kharif,28.0,20.2,78.1,45.1,19.0,227.1,5.49
Manipur,2020-11-18,Rabi,23.8,14.2,51.9,69.7,15.8,233.8,4.33
Delhi,2019-10-11,Kharif,25.2,19.1,60.9,27.5,21.2,271.4,2.42
Andhra Pradesh,2019-07-16,Kharif,26.5,18.8,53.1,0.0,31.4,318.3,5.52
Bihar,2021-06-01,Kharif,21.2,9.3,43.8,39.0,11.4,279.7,3.87
Andaman and Nicobar Islands,2021-12-31,Rabi,35.5,27.6,57.0,0.0,19.4,350.2,6.78
Maharashtra,2020-03-27,Rabi,30.7,19.5,52.9,26.8,21.2,272.2,2.42
Haryana,2021-12-14,Rabi,22.6,13.0,46.1,51.4,10.5,291.1,4.1
Tripura,2021-06-12,Kharif,28.9,18.4,61.5,23.7,17.0,266.6,3.99
Telangana,2022-01-12,Rabi,37.2,30.2,62.7,58.1,18.3,264.8,2.82
Lakshadweep,2021-07-07,Kharif,29.7,22.0,70.2,32.6,20.0,241.0,2.68
Andhra Pradesh,2021-02-07,Rabi,35.5,25.6,67.1,46.5,18.5,332.7,5.45
Punjab,2022-11-16,Rabi,27.3,21.9,36.9,27.9,12.4,342.8,2.95
Himachal Pradesh,2021-08-31,Kharif,15.3,3.9,65.2,4.0,11.3,307.9,5.02
Gujarat,2020-05-19,Zaid,33.8,23.0,64.7,34.7,28.3,210.0,5.59
Maharashtra,2022-12-18,Rabi,39.1,33.8,48.4,31.3,8.6,188.5,4.34
Maharashtra,2021-04-08,Zaid,36.7,29.2,63.7,7.2,13.1,220.0,1.93
Himachal Pradesh,2021-03-23,Rabi,22.8,18.3,62.8,0.0,7.9,240.4,5.23
Delhi,2019-03-04,Rabi,31.9,26.1,68.2,10.3,6.6,234.4,4.49
Jharkhand,2019-09-18,Kharif,18.4,8.0,62.3,86.1,24.3,265.6,5.37
Bihar,2020-11-29,Rabi,30.7,19.5,78.0,42.5,20.5,275.3,5.47
Gujarat,2021-07-12,Kharif,27.8,23.6,62.0,85.0,22.8,298.7,2.88
Tamil Nadu,2019-03-17,Rabi,39.1,27.4,60.2,46.9,14.6,184.1,4.27
Telangana,2022-03-14,Rabi,36.7,31.8,60.4,37.4,18.3,313.6,3.78
Delhi,2020-12-24,Rabi,24.3,17.0,60.2,15.7,12.0,295.8,5.18
Madhya Pradesh,2019-12-18,Rabi,35.5,24.8,58.9,64.4,21.4,201.9,5.81
Manipur,2022-10-14,Kharif,31.5,24.6,55.5,16.4,18.4,222.3,4.0
Daman and Diu,2020-12-13,Rabi,32.9,26.6,65.1,19.4,23.9,201.5,4.27
Rajasthan,2022-04-21,Zaid,46.6,38.2,28.6,3.4,17.6,201.8,3.53
Uttarakhand,2021-08-02,Kharif,38.4,31.5,67.8,25.5,12.3,253.5,5.22
Tripura,2022-06-08,Kharif,40.4,36.3,85.8,56.6,32.8,271.3,3.22
Punjab,2020-12-17,Rabi,30.4,20.1,31.8,27.1,16.7,194.0,4.43
Manipur,2021-12-08,Rabi,29.1,18.2,65.1,13.3,18.2,206.0,5.95
Rajasthan,2021-07-15,Kharif,37.8,30.1,23.6,4.4,19.2,228.5,4.14
Andhra Pradesh,2022-12-13,Rabi,23.5,18.0,68.0,100.9,2.9,185.3,5.31
Punjab,2021-02-14,Rabi,38.8,30.5,42.0,0.0,15.4,291.3,2.48
Andaman and Nicobar Islands,2020-09-26,Kharif,31.4,27.4,77.2,70.0,15.6,289.6,5.45
Dadra and Nagar Haveli,2019-07-03,Kharif,25.1,18.7,54.0,115.7,8.4,207.7,4.83
Lakshadweep,2019-06-11,Kharif,30.7,20.5,88.2,35.4,9.9,262.8,5.29
Karnataka,2022-12-04,Rabi,31.8,19.8,48.1,60.8,19.3,289.0,4.23
Uttarakhand,2020-11-18,Rabi,29.3,18.2,72.1,67.7,17.4,167.0,4.07
Jharkhand,2022-12-28,Rabi,27.1,19.4,69.6,41.8,29.7,189.0,4.51
Odisha,2019-05-30,Zaid,30.3,20.7,62.1,21.5,20.4,250.0,5.9
Tamil Nadu,2019-07-03,Kharif,32.1,27.7,68.8,173.3,36.6,271.8,3.7
Jharkhand,2019-04-23,Zaid,37.3,30.0,63.7,53.4,17.7,182.4,5.75
Mizoram,2022-07-04,Kharif,35.0,24.0,48.1,34.4,26.1,236.0,6.38
Bihar,2019-11-22,Rabi,24.3,19.1,64.2,76.3,20.7,290.3,6.39
Odisha,2021-02-10,Rabi,34.0,26.8,66.6,0.0,10.4,257.2,5.03
Chandigarh,2020-02-25,Rabi,42.7,31.1,58.7,0.0,33.9,204.1,5.9
Lakshadweep,2021-08-21,Kharif,29.1,20.4,55.1,65.6,14.1,276.4,3.94
Rajasthan,2021-05-20,Zaid,42.5,30.9,32.6,4.7,21.1,308.9,4.71
Gujarat,2019-01-02,Rabi,17.4,12.4,68.5,10.2,9.3,294.2,5.27
Bihar,2021-01-23,Rabi,29.0,17.6,49.1,5.8,20.6,166.1,5.03
Bihar,2021-11-24,Rabi,37.9,29.8,60.8,13.9,13.8,263.0,1.97
Jharkhand,2020-12-14,Rabi,34.9,29.2,51.2,39.5,29.8,238.7,5.82
Dadra and Nagar Haveli,2022-03-04,Rabi,36.3,29.4,52.4,29.0,17.1,232.3,3.01
Goa,2019-06-12,Kharif,31.6,25.3,64.1,46.7,22.5,290.8,3.03
Kerala,2019-05-09,Zaid,35.5,27.0,89.8,0.0,22.6,373.2,5.5
Telangana,2020-11-23,Rabi,29.2,24.6,62.6,68.3,18.3,333.1,5.28
Punjab,2019-10-07,Kharif,32.7,26.8,70.6,24.4,20.8,202.8,3.91
Chandigarh,2021-10-17,Kharif,26.2,19.4,33.8,7.8,18.8,254.2,5.68
Rajasthan,2022-07-31,Kharif,32.5,23.8,20.6,4.0,15.1,241.2,3.86
Tripura,2020-02-04,Rabi,35.1,29.4,55.0,29.5,25.7,201.9,5.81
Andhra Pradesh,2021-06-30,Kharif,33.9,24.0,51.9,29.8,6.3,213.2,5.13
Arunachal Pradesh,2022-08-05,Kharif,24.4,18.8,65.4,82.3,17.0,181.5,5.44
Puducherry,2022-10-08,Kharif,13.7,3.9,56.8,36.7,15.9,267.2,1.32
Arunachal Pradesh,2021-06-10,Kharif,31.2,21.4,67.3,42.6,33.8,193.9,5.08
Tamil Nadu,2019-10-23,Kharif,30.7,18.9,59.2,66.0,25.3,285.5,7.24
Chandigarh,2019-11-16,Rabi,34.0,24.3,70.2,73.3,14.5,190.8,3.71
Uttarakhand,2020-04-26,Zaid,32.2,24.9,49.7,3.5,10.8,226.9,4.19
Manipur,2022-06-27,Kharif,24.1,13.1,54.1,51.1,31.4,186.9,5.97
Daman and Diu,2022-10-16,Kharif,23.9,15.8,75.1,53.1,7.5,299.7,3.31
Maharashtra,2020-12-18,Rabi,24.5,16.8,35.3,41.9,16.3,217.2,1.77
Assam,2021-10-19,Kharif,21.4,11.4,77.7,51.3,22.9,236.9,4.48
Gujarat,2021-05-31,Zaid,26.9,20.9,57.9,29.6,20.5,241.6,4.74
Jharkhand,2020-05-20,Zaid,32.7,23.8,61.8,95.7,20.3,171.8,4.46
Jharkhand,2020-05-16,Zaid,35.7,31.4,64.2,11.6,24.8,298.1,2.16
Meghalaya,2019-05-19,Zaid,31.6,26.6,75.4,28.5,19.2,221.2,4.27
Rajasthan,2021-04-17,Zaid,46.5,41.9,33.9,4.7,24.0,226.5,5.23
Arunachal Pradesh,2022-02-09,Rabi,32.8,23.2,62.2,38.9,9.3,227.2,6.06
Goa,2019-12-06,Rabi,27.6,17.9,47.8,44.5,0.0,265.2,5.02
Arunachal Pradesh,2021-09-09,Kharif,27.9,17.3,60.9,5.6,20.6,236.1,3.29
Odisha,2021-02-12,Rabi,44.4,35.5,56.5,21.1,26.2,322.7,5.39
Andhra Pradesh,2022-07-19,Kharif,16.1,4.1,72.0,0.0,22.6,273.1,6.12
Karnataka,2022-12-22,Rabi,30.6,22.4,58.7,37.8,21.3,265.4,3.36
Arunachal Pradesh,2022-04-04,Zaid,30.0,21.4,51.0,13.0,20.4,307.4,5.85
Madhya Pradesh,2019-11-14,Rabi,31.9,24.9,55.4,36.3,14.1,224.8,4.23
Arunachal Pradesh,2019-12-14,Rabi,26.4,21.8,63.7,27.3,28.8,181.0,4.37
Punjab,2019-06-14,Kharif,31.4,25.2,54.7,21.2,13.3,263.7,4.53
Arunachal Pradesh,2022-11-02,Rabi,25.0,16.8,69.7,38.8,21.6,263.8,4.58
Punjab,2022-10-23,Kharif,28.1,17.9,68.3,7.1,15.7,234.3,4.25
Uttar Pradesh,2022-10-15,Kharif,25.0,18.4,55.9,0.0,17.6,276.2,4.3
Odisha,2020-05-24,Zaid,41.3,30.9,51.0,15.9,2.1,235.7,6.08
Gujarat,2019-05-18,Zaid,35.3,26.8,48.1,68.1,21.0,297.3,5.91
Gujarat,2020-07-05,Kharif,31.4,19.6,76.4,70.2,16.1,227.3,5.16
Andhra Pradesh,2021-07-07,Kharif,26.8,21.8,54.6,1.3,19.7,291.3,5.28
Jharkhand,2022-07-15,Kharif,28.7,23.9,69.5,34.2,19.3,212.8,6.18
Tripura,2019-08-02,Kharif,29.4,17.9,56.7,3.6,24.8,245.8,2.75
Arunachal Pradesh,2019-10-16,Kharif,25.4,16.3,80.7,67.9,20.3,239.5,4.4
Odisha,2021-08-17,Kharif,24.6,20.3,63.4,2.3,23.4,221.8,5.42
Telangana,2020-11-08,Rabi,28.2,21.2,51.4,47.6,7.6,261.9,6.1
Daman and Diu,2019-05-22,Zaid,27.5,22.5,53.4,0.0,14.2,256.6,5.74
Meghalaya,2019-06-19,Kharif,30.9,26.6,69.2,29.4,19.2,283.4,2.22
Haryana,2022-10-18,Kharif,25.9,20.2,57.2,20.2,26.1,190.7,3.58
Punjab,2019-03-29,Rabi,36.5,26.2,51.5,37.5,13.5,247.3,5.48
Assam,2022-01-29,Rabi,31.6,27.4,77.3,125.7,18.1,270.7,5.77
Mizoram,2022-09-30,Kharif,24.7,13.8,76.4,89.5,14.1,227.4,3.07
Karnataka,2020-10-31,Kharif,32.5,26.6,60.4,104.0,19.0,200.3,5.25
Bihar,2019-07-03,Kharif,32.1,27.5,43.4,112.3,13.6,219.7,6.21
Lakshadweep,2020-01-04,Rabi,37.0,29.5,55.3,75.8,16.0,202.3,6.34
Manipur,2022-02-19,Rabi,35.9,25.5,73.1,13.9,25.7,278.5,5.28
Bihar,2019-08-28,Kharif,31.2,24.4,49.4,0.0,16.1,208.5,4.31
Goa,2021-05-03,Zaid,33.3,25.0,44.8,35.8,36.7,256.3,5.27
Himachal Pradesh,2019-06-08,Kharif,17.2,7.6,48.3,103.4,12.4,154.6,5.35
Punjab,2019-04-28,Zaid,38.8,30.8,51.7,23.6,10.9,230.4,3.62
Goa,2020-05-26,Zaid,28.7,23.8,46.0,100.5,9.0,261.7,5.58
Gujarat,2020-05-25,Zaid,29.4,18.6,73.2,78.2,12.7,299.5,4.98
Lakshadweep,2019-09-19,Kharif,28.4,17.4,55.5,69.8,0.6,242.3,5.05
Jharkhand,2022-08-11,Kharif,16.2,4.7,56.8,0.0,16.4,334.0,3.67
Himachal Pradesh,2019-05-13,Zaid,33.6,24.5,62.5,120.5,24.5,249.6,7.19
Arunachal Pradesh,2020-11-29,Rabi,39.4,35.1,66.4,51.8,22.4,243.9,5.2
Delhi,2020-04-24,Zaid,34.0,24.7,51.4,0.0,20.7,228.4,3.6
Andaman and Nicobar Islands,2021-02-12,Rabi,37.5,28.6,67.8,25.9,18.3,177.3,3.78
Chandigarh,2021-03-03,Rabi,35.7,27.4,63.4,15.2,19.5,387.0,7.32
Telangana,2020-05-26,Zaid,21.1,17.1,59.4,31.6,11.6,249.3,7.4
Rajasthan,2020-02-25,Rabi,44.2,39.8,22.1,0.0,9.7,300.2,4.57
Tripura,2019-03-31,Rabi,30.5,21.8,78.4,0.0,11.8,235.0,5.15
Andhra Pradesh,2021-01-02,Rabi,24.8,12.8,55.4,11.4,14.6,221.5,2.65
Manipur,2021-03-06,Rabi,38.9,30.5,48.6,16.6,17.6,268.9,4.19
Kerala,2021-02-21,Rabi,36.0,31.1,75.1,62.3,14.3,316.8,5.83
Uttar Pradesh,2021-08-11,Kharif,23.5,15.7,38.1,19.9,18.7,253.3,5.46
Goa,2019-12-25,Rabi,28.7,22.1,46.2,4.1,17.9,299.1,4.59
Daman and Diu,2020-03-03,Rabi,31.9,20.4,63.3,60.0,22.4,209.6,3.72
Uttarakhand,2022-02-01,Rabi,29.6,19.4,53.3,46.4,16.1,153.3,5.22
Chhattisgarh,2022-05-07,Zaid,36.0,25.8,62.6,44.2,32.1,204.5,4.66
Chhattisgarh,2022-01-29,Rabi,37.7,28.1,59.0,39.9,24.3,186.6,5.31
Rajasthan,2019-03-04,Rabi,44.8,38.5,22.3,0.0,21.6,201.0,3.9
Sikkim,2021-07-26,Kharif,29.3,18.4,60.7,19.6,9.0,269.3,4.0
Goa,2022-06-22,Kharif,30.1,20.3,68.6,85.2,15.1,250.5,3.07
Assam,2019-12-16,Rabi,26.6,16.8,67.7,118.8,19.0,178.3,4.72
Haryana,2020-01-02,Rabi,23.6,17.3,58.9,28.2,23.7,278.4,5.97
Dadra and Nagar Haveli,2020-06-19,Kharif,32.9,28.3,75.2,69.1,20.0,289.8,5.24
Manipur,2022-11-07,Rabi,25.8,21.6,60.6,45.7,11.9,324.6,5.21
Goa,2022-01-07,Rabi,28.5,23.1,48.1,89.0,14.1,198.0,5.19
Lakshadweep,2021-06-27,Kharif,27.2,21.7,68.7,41.4,14.4,355.3,5.47
Jammu and Kashmir,2021-11-10,Rabi,26.2,18.5,54.2,93.9,15.8,238.2,4.86
Chhattisgarh,2019-01-22,Rabi,36.1,29.9,45.0,71.1,14.5,271.0,4.92
Lakshadweep,2021-02-01,Rabi,35.9,29.7,62.9,18.9,28.3,258.2,2.9
Uttar Pradesh,2021-12-26,Rabi,36.4,25.1,61.3,20.9,18.2,285.9,4.59
Goa,2020-09-28,Kharif,30.0,22.7,66.2,30.0,14.1,277.4,2.71
Puducherry,2019-03-20,Rabi,32.4,24.4,68.2,23.4,11.4,236.8,3.27
Jharkhand,2021-07-10,Kharif,22.8,13.0,66.9,36.5,10.5,256.7,2.38
Kerala,2021-11-28,Rabi,24.7,18.3,88.4,15.3,13.4,280.5,4.93
Ladakh,2019-06-06,Kharif,32.8,26.2,48.4,67.3,25.0,303.0,5.73
Jammu and Kashmir,2021-04-20,Zaid,50.0,44.8,67.3,17.7,22.3,309.1,4.89
Sikkim,2021-02-08,Rabi,36.0,26.8,52.3,51.4,23.8,236.3,3.57
Goa,2022-03-22,Rabi,35.0,30.4,64.0,0.0,18.1,195.2,3.68
Tamil Nadu,2020-11-02,Rabi,30.8,24.1,55.2,112.8,11.7,201.6,3.73
Delhi,2021-10-10,Kharif,26.0,15.8,72.1,83.3,19.0,242.8,4.77
Telangana,2019-04-23,Zaid,31.0,24.5,37.5,67.8,1.7,321.1,3.41
Mizoram,2020-10-12,Kharif,29.2,24.5,57.3,49.2,28.1,261.8,5.64
Tamil Nadu,2019-11-15,Rabi,25.7,18.6,72.8,58.8,21.6,222.9,5.35
Tamil Nadu,2020-01-09,Rabi,33.0,28.1,75.4,13.3,17.0,364.3,5.31
Madhya Pradesh,2020-06-08,Kharif,32.0,25.9,64.0,57.4,31.2,177.3,2.87
Nagaland,2020-04-25,Zaid,34.9,25.0,54.4,93.2,16.1,227.1,4.44
Haryana,2022-09-17,Kharif,17.1,7.5,65.5,0.0,18.0,284.7,4.71
Sikkim,2020-02-27,Rabi,36.7,29.7,65.8,58.2,27.1,189.2,4.35
Ladakh,2019-07-19,Kharif,39.6,34.6,68.2,0.0,15.3,221.7,4.28
Lakshadweep,2022-05-27,Zaid,36.7,29.8,47.1,16.3,13.4,194.4,4.72
Uttarakhand,2019-12-07,Rabi,25.4,14.3,76.4,10.4,21.4,252.3,3.49
Himachal Pradesh,2019-11-14,Rabi,17.4,13.0,64.4,86.9,17.5,221.1,4.29
Ladakh,2019-03-24,Rabi,32.3,25.5,74.0,133.1,8.7,304.1,4.65
Nagaland,2022-01-09,Rabi,38.4,33.8,60.1,110.2,7.7,286.7,4.84
Uttarakhand,2021-04-15,Zaid,36.7,27.1,56.8,33.7,7.1,280.3,4.07
Chhattisgarh,2019-03-06,Rabi,36.6,31.8,52.4,30.7,17.3,307.9,3.46
Telangana,2020-04-14,Zaid,48.3,44.1,61.4,36.3,18.6,224.0,3.0
Gujarat,2022-03-04,Rabi,37.6,31.5,60.4,46.3,18.3,239.5,4.06
West Bengal,2019-10-31,Kharif,23.6,16.9,69.3,74.7,43.4,286.4,4.08
Sikkim,2019-07-13,Kharif,18.4,8.2,54.3,0.0,26.4,288.1,6.91
Dadra and Nagar Haveli,2021-02-18,Rabi,42.1,38.0,59.1,89.9,24.8,283.6,4.45
Madhya Pradesh,2019-11-18,Rabi,24.7,18.8,66.9,48.5,25.8,252.5,4.88
Dadra and Nagar Haveli,2022-11-10,Rabi,30.6,22.7,75.3,65.0,15.9,297.4,4.77
Meghalaya,2019-01-31,Rabi,37.9,26.1,53.4,83.2,27.7,220.5,5.49
Gujarat,2019-06-22,Kharif,39.0,29.3,48.3,3.1,11.9,304.6,6.85
Chhattisgarh,2020-09-15,Kharif,17.0,10.7,67.0,16.3,13.4,248.2,3.74
Nagaland,2021-01-31,Rabi,26.8,16.8,66.3,56.8,7.8,251.5,4.79
Uttarakhand,2020-03-03,Rabi,39.6,32.8,51.2,0.0,19.8,129.6,4.88
Karnataka,2022-10-30,Kharif,25.0,13.8,68.4,19.4,23.5,254.3,5.05
Punjab,2019-02-06,Rabi,34.7,26.2,59.8,19.6,31.0,285.1,4.2
Rajasthan,2022-05-27,Zaid,35.3,28.3,35.1,7.0,13.2,198.0,5.27
Tamil Nadu,2020-04-18,Zaid,38.7,30.2,49.6,75.5,21.1,224.2,2.98
Manipur,2020-11-22,Rabi,17.1,13.0,66.6,28.3,6.8,209.6,2.93
Jharkhand,2020-12-17,Rabi,26.6,20.3,48.1,26.2,17.8,201.3,6.44
Uttar Pradesh,2022-05-09,Zaid,27.1,15.5,72.2,34.2,17.9,230.9,3.53
Maharashtra,2020-06-15,Kharif,33.8,27.4,65.1,58.3,18.7,207.6,3.13
Mizoram,2020-08-27,Kharif,31.8,25.0,36.1,5.8,24.5,203.9,3.34
Uttar Pradesh,2021-09-26,Kharif,20.9,14.6,62.4,70.4,44.6,281.0,4.04
Manipur,2021-01-14,Rabi,35.7,25.0,54.9,5.4,7.2,296.5,2.12
Mizoram,2019-04-28,Zaid,30.6,20.1,64.0,60.3,5.2,243.2,3.91
Ladakh,2021-09-15,Kharif,28.0,18.2,50.9,26.3,28.4,331.5,4.01
Jharkhand,2022-09-08,Kharif,24.8,14.2,61.5,74.2,8.7,201.4,4.96
Karnataka,2019-09-16,Kharif,27.1,23.0,57.4,0.0,18.2,248.1,4.46
Himachal Pradesh,2021-07-27,Kharif,28.8,20.0,58.0,79.1,11.4,240.0,4.57
Ladakh,2019-01-06,Rabi,23.0,18.8,61.4,40.6,13.6,263.8,3.64
Jharkhand,2020-04-28,Zaid,37.0,27.4,67.0,16.3,19.3,199.8,4.03
Chhattisgarh,2019-06-09,Kharif,32.0,26.7,62.3,55.1,18.6,151.4,6.82
Madhya Pradesh,2021-12-02,Rabi,31.1,23.8,60.0,0.0,13.2,293.2,5.3
Rajasthan,2019-12-06,Rabi,38.1,26.4,31.0,8.6,13.1,291.9,4.51
Assam,2019-07-26,Kharif,27.1,22.3,73.5,333.9,21.0,328.7,5.51
Dadra and Nagar Haveli,2020-02-22,Rabi,37.9,31.9,41.2,58.9,27.2,203.3,4.29
Mizoram,2020-10-06,Kharif,28.5,21.4,53.1,66.0,20.2,243.1,4.25
Gujarat,2021-12-04,Rabi,27.9,22.0,56.1,86.6,16.9,248.0,5.92
Punjab,2019-01-10,Rabi,36.3,26.4,63.4,0.0,23.0,189.3,5.13
Andaman and Nicobar Islands,2020-04-18,Zaid,26.7,18.0,68.1,54.5,11.0,257.2,5.62
West Bengal,2021-06-30,Kharif,36.2,28.7,57.5,30.6,24.9,205.8,4.77
Haryana,2022-01-28,Rabi,30.1,20.2,54.4,35.1,11.9,246.9,3.81
Tamil Nadu,2020-01-21,Rabi,38.6,31.9,51.3,62.8,12.9,223.8,4.77
Madhya Pradesh,2022-11-02,Rabi,27.9,22.2,66.0,15.1,19.7,305.8,4.13
Haryana,2022-05-28,Zaid,40.6,29.7,37.8,0.0,18.4,250.1,5.47
Haryana,2019-11-13,Rabi,28.0,16.5,53.8,97.4,9.1,276.1,4.97
Odisha,2021-06-05,Kharif,34.6,27.2,60.1,0.0,14.1,353.1,4.73
Madhya Pradesh,2022-12-18,Rabi,12.9,2.0,57.1,40.9,6.4,100.3,3.33
Uttarakhand,2022-01-20,Rabi,34.0,29.9,45.7,0.0,25.6,230.0,3.86
Andaman and Nicobar Islands,2021-04-09,Zaid,30.3,18.9,49.4,24.7,24.9,188.0,6.18
Kerala,2022-09-18,Kharif,25.4,15.9,88.1,156.8,12.3,336.0,5.81
Madhya Pradesh,2021-02-22,Rabi,41.2,32.2,70.6,0.0,18.6,142.7,4.31
