Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,SoilType,OrganicMatter,ElecConductivity,Zinc_ppm,Crop
25.43,18.44,30.38,27.96,95.16,5.23,142.1,Alluvial,2.87,0.188,1.217,Coconut
86.1,48.02,52.29,21.16,66.39,5.433,118.6,Laterite,2.244,0.809,1.127,Maize
32.15,69.59,21.27,31.3,73.73,7.202,62.9,Sandy,1.138,0.286,2.202,Blackgram
21.02,25.98,35.24,31.9,48.85,5.839,94.1,Clay,1.416,1.221,1.793,Mango
87.04,66.7,124.74,27.68,80.14,6.21,189.2,Loamy,2.668,1.037,1.812,Turmeric
81.85,62.01,66.5,21.96,72.33,6.686,89.2,Sandy,2.411,0.62,1.298,Tomato
20.69,121.4,210.91,25.99,77.97,5.795,72.6,Laterite,1.788,0.423,0.861,Grapes
88.72,41.41,34.79,21.71,59.71,7.191,95.1,Loamy,1.678,1.206,1.018,Mustard
109.36,56.34,82.25,22.5,78.87,6.836,130.5,Alluvial,2.827,1.139,0.847,Ginger
77.91,64.81,77.25,21.78,64.47,6.075,95.3,Alluvial,2.088,0.743,1.503,Tomato
40.33,63.63,83.18,18.75,53.16,6.799,77.1,Black,2.011,1.59,0.945,ChickPea
70.58,46.35,40.71,25.01,60.85,7.129,93.9,Loamy,2.007,0.743,1.345,Mustard
22.06,70.87,95.89,20.62,60.45,5.944,68.2,Laterite,1.849,0.736,0.897,KidneyBeans
60.57,57.56,35.75,23.51,81.58,6.744,149.5,Laterite,1.85,1.072,1.419,Jute
16.2,60.57,75.31,24.4,57.0,5.648,68.6,Alluvial,2.489,0.901,1.408,KidneyBeans
82.82,55.33,38.51,14.3,67.59,6.894,115.2,Alluvial,2.317,0.66,0.807,Wheat
77.14,68.39,94.22,25.48,75.76,6.663,95.5,Sandy,1.608,0.633,0.695,Tomato
81.69,39.77,31.76,24.12,82.91,6.113,234.7,Red,2.64,0.693,1.27,Rice
17.28,67.76,18.22,19.34,56.38,6.934,56.8,Alluvial,3.492,0.668,1.445,Lentil
44.1,56.26,66.64,15.62,60.1,7.324,76.4,Clay,1.122,0.582,1.242,ChickPea
19.08,72.35,81.34,24.3,49.24,5.685,90.5,Loamy,2.344,0.748,0.695,PigeonPeas
18.41,78.62,82.76,18.73,63.26,5.213,92.7,Clay,1.978,0.176,0.966,KidneyBeans
45.6,65.81,76.48,18.69,59.96,7.577,52.8,Sandy,2.234,0.531,1.199,ChickPea
21.13,60.89,63.72,28.39,56.38,6.91,55.8,Laterite,2.201,0.968,0.668,MothBeans
18.14,59.4,19.56,21.11,53.56,7.14,59.6,Black,2.192,0.577,0.596,Lentil
135.01,46.29,47.11,24.94,83.65,6.723,61.7,Black,2.601,1.388,1.638,Cotton
92.96,47.29,31.7,18.64,76.65,6.893,78.4,Sandy,2.343,0.696,0.978,Wheat
105.49,43.72,100.64,19.21,79.3,6.13,199.0,Clay,2.449,0.1,1.32,Ginger
17.01,66.92,19.6,20.44,53.19,7.106,52.8,Clay,2.459,0.928,1.428,Lentil
23.46,41.26,83.53,25.68,62.91,7.186,54.4,Alluvial,2.631,0.621,1.18,MothBeans
33.17,49.98,37.79,32.11,68.34,6.616,102.0,Clay,1.422,0.461,1.494,Groundnut
13.96,65.76,15.74,17.75,64.33,7.205,50.9,Laterite,2.032,1.054,1.516,Lentil
96.56,103.66,53.01,27.99,74.85,6.273,117.2,Loamy,1.879,1.275,0.3,Banana
125.3,65.07,106.64,17.0,77.37,5.57,131.8,Clay,2.21,0.56,1.435,Potato
147.36,43.03,32.89,26.87,86.23,7.287,104.4,Laterite,2.697,0.733,0.78,Cotton
20.75,64.12,78.91,28.79,45.58,5.728,100.8,Sandy,2.709,1.084,0.99,PigeonPeas
23.28,38.69,40.4,25.3,56.84,6.591,82.2,Clay,1.88,0.945,1.089,Groundnut
18.02,12.63,35.53,26.07,86.86,5.901,145.8,Black,2.864,1.225,1.369,Coconut
94.32,37.05,29.72,18.9,66.38,7.153,79.6,Sandy,2.421,0.567,2.111,Mustard
16.96,70.81,84.0,29.23,47.54,6.271,99.1,Clay,1.223,1.145,1.261,PigeonPeas
22.17,154.66,168.69,21.92,87.16,5.263,123.6,Red,1.997,0.625,1.568,Apple
19.66,145.46,220.73,22.93,93.1,5.639,118.6,Clay,2.986,1.307,1.043,Apple
106.47,66.64,71.31,23.77,81.37,6.921,139.6,Alluvial,1.912,0.525,0.491,Sugarcane
69.59,48.68,44.91,23.27,64.33,6.051,125.2,Alluvial,2.397,1.263,1.591,Maize
25.11,113.93,238.77,27.09,80.76,6.035,73.0,Red,1.535,0.512,1.32,Grapes
84.18,37.59,38.52,25.3,81.47,6.393,218.4,Clay,2.63,0.895,1.421,Rice
70.92,35.5,92.33,24.21,72.03,6.59,67.2,Sandy,1.698,0.73,1.243,Onion
17.6,72.39,79.38,23.2,58.23,5.705,60.7,Alluvial,2.011,0.312,1.67,KidneyBeans
93.79,45.88,44.18,20.24,82.21,6.725,96.6,Alluvial,2.376,0.92,1.004,Cotton
79.41,54.32,37.93,18.92,76.44,6.364,93.0,Clay,2.895,0.776,2.05,Sunflower
84.13,46.36,59.85,24.38,62.91,6.205,91.9,Laterite,2.27,0.44,1.034,Maize
90.28,45.01,40.32,17.3,75.83,6.588,111.2,Black,3.024,0.168,0.996,Wheat
35.59,56.07,78.71,23.11,57.87,7.16,65.1,Black,1.654,0.95,0.383,ChickPea
77.62,73.26,79.92,20.57,78.87,6.816,114.1,Alluvial,1.075,0.729,1.296,Sugarcane
109.64,61.48,127.37,25.32,84.39,5.957,179.8,Laterite,1.953,0.6,1.232,Turmeric
109.31,49.2,45.54,24.5,85.2,7.009,50.4,Black,2.027,0.87,1.338,Cotton
19.59,66.46,77.78,26.56,46.32,6.144,105.4,Clay,2.383,0.745,0.884,PigeonPeas
29.0,122.13,212.85,19.77,82.49,6.074,36.7,Laterite,1.735,1.147,1.017,Grapes
83.69,61.92,129.71,26.51,79.1,6.738,167.8,Loamy,2.079,1.035,1.07,Turmeric
19.04,132.12,188.09,20.85,89.14,5.903,91.5,Clay,1.192,1.005,0.958,Apple
85.38,63.56,76.08,25.34,81.04,7.388,125.3,Sandy,2.043,0.609,0.958,Sugarcane
66.51,49.07,31.1,24.77,71.33,6.506,73.6,Sandy,1.877,0.624,1.545,Sunflower
110.13,52.38,108.81,20.49,84.45,4.805,144.9,Clay,2.586,0.808,1.315,Potato
81.0,65.52,79.9,20.75,65.98,6.196,92.7,Clay,2.576,0.339,1.836,Tomato
20.13,70.36,75.18,29.58,48.24,6.005,79.9,Black,2.854,0.788,1.009,PigeonPeas
14.45,74.79,86.09,18.73,53.91,5.886,81.2,Black,2.076,0.887,1.253,KidneyBeans
74.77,53.57,46.55,24.01,67.44,5.925,89.7,Red,1.467,0.649,0.877,Maize
88.8,75.02,55.6,26.57,73.58,6.329,125.6,Sandy,1.54,0.152,1.511,Banana
80.34,45.36,40.43,21.05,68.88,6.352,129.2,Loamy,1.919,0.625,0.625,Maize
38.16,58.56,75.18,18.45,55.46,6.898,67.9,Alluvial,2.134,0.852,1.673,ChickPea
73.16,49.36,46.23,24.88,82.13,6.476,258.7,Black,2.776,1.111,1.693,Rice
86.91,41.72,30.9,20.86,83.06,6.299,246.2,Loamy,1.504,0.867,1.121,Rice
41.74,63.59,15.09,29.98,70.03,6.381,82.2,Red,2.156,0.918,1.084,Blackgram
14.24,62.27,15.93,18.63,55.92,7.391,45.4,Laterite,1.985,1.083,1.331,Lentil
18.71,151.71,188.95,21.99,87.44,5.644,133.5,Black,1.893,0.59,1.637,Apple
79.71,47.33,50.13,22.7,83.98,6.409,255.1,Loamy,1.723,0.1,0.666,Rice
122.07,45.5,42.41,23.0,74.62,6.772,74.6,Alluvial,2.785,1.053,1.007,Cotton
20.24,77.04,20.16,16.55,56.05,6.809,43.2,Laterite,1.422,1.279,0.869,Lentil
72.69,35.71,38.13,25.06,82.59,6.448,258.6,Black,2.111,1.13,1.767,Rice
26.3,66.53,20.86,18.15,55.27,6.666,36.9,Alluvial,3.23,0.551,1.046,Lentil
79.25,42.07,36.45,18.35,56.44,7.177,81.5,Clay,1.883,0.2,1.591,Mustard
69.33,43.32,37.94,21.66,69.32,5.731,73.2,Alluvial,2.05,0.625,1.808,Maize
34.0,55.12,35.63,22.82,71.05,6.093,89.4,Sandy,3.143,0.629,0.563,Soybean
83.05,45.62,38.91,19.09,58.9,6.848,79.7,Red,2.198,1.056,1.244,Mustard
18.72,141.93,205.93,17.33,94.4,6.141,97.7,Loamy,1.922,1.089,1.591,Apple
65.58,38.26,30.22,22.4,79.7,5.982,221.7,Loamy,2.178,0.684,0.3,Rice
78.04,73.17,80.48,22.75,70.49,6.199,82.3,Clay,3.16,0.965,0.897,Tomato
94.07,48.5,48.63,22.06,64.44,6.16,106.5,Red,3.017,0.392,0.794,Maize
21.09,50.35,76.77,27.94,48.75,7.015,52.0,Loamy,0.5,0.955,0.861,MothBeans
19.36,26.12,31.86,33.85,43.47,5.755,108.8,Loamy,3.028,0.765,1.107,Mango
89.73,50.22,33.85,24.06,81.23,6.443,217.6,Red,2.031,1.477,1.587,Jute
12.32,68.37,75.23,20.57,56.73,5.529,70.9,Loamy,2.171,0.797,1.265,KidneyBeans
81.08,45.1,74.05,22.37,65.84,6.462,84.3,Sandy,1.982,0.902,0.81,Onion
20.21,138.46,184.8,20.19,92.09,5.699,134.3,Sandy,1.478,1.026,1.079,Apple
23.31,49.14,83.93,30.01,49.67,6.712,35.7,Loamy,2.201,0.828,1.731,MothBeans
45.23,66.14,78.47,22.66,53.07,6.469,57.9,Red,1.258,0.68,0.883,ChickPea
75.2,69.0,71.68,25.75,67.52,7.098,81.9,Red,1.876,1.188,0.758,Tomato
81.86,65.8,80.62,30.26,82.6,7.067,109.1,Red,2.963,0.886,1.636,Sugarcane
121.55,47.91,46.4,26.85,77.99,6.618,76.7,Alluvial,1.927,1.034,1.545,Cotton
26.06,50.09,44.57,28.68,65.78,6.954,48.2,Sandy,1.66,0.508,1.315,MungBean
41.42,61.24,81.19,21.63,57.55,7.493,60.4,Red,2.213,1.319,0.793,ChickPea
113.94,64.77,85.92,19.02,85.01,6.046,147.5,Red,1.755,0.555,1.888,Potato
58.99,46.59,39.58,25.1,80.28,6.94,206.6,Alluvial,1.605,0.642,1.904,Jute
91.02,37.46,49.61,23.54,63.16,6.005,103.8,Black,2.461,0.996,1.326,Maize
23.88,17.45,29.69,26.4,93.92,5.897,140.3,Loamy,3.257,0.627,1.272,Coconut
92.29,55.54,117.7,24.01,86.56,5.932,215.8,Loamy,1.314,1.181,0.783,Turmeric
98.0,49.08,97.5,20.57,83.87,6.062,153.2,Laterite,3.1,0.658,1.076,Ginger
17.85,29.4,32.37,32.78,44.21,6.014,112.8,Black,2.2,0.647,1.021,Mango
99.82,84.57,54.78,27.27,77.28,5.66,135.4,Clay,2.084,0.962,0.753,Banana
24.84,70.3,90.48,20.07,59.95,5.751,71.7,Laterite,1.614,0.821,1.578,KidneyBeans
84.58,44.91,40.31,25.74,80.3,6.77,183.5,Sandy,3.444,0.918,0.995,Jute
91.4,46.91,51.57,22.58,68.7,6.583,101.4,Loamy,1.383,0.981,1.926,Maize
16.92,144.21,223.61,24.01,87.17,5.702,125.4,Laterite,2.098,0.379,1.131,Apple
60.16,44.71,51.68,19.09,67.82,6.175,81.6,Laterite,1.636,1.113,1.331,Maize
128.95,71.41,130.71,21.79,83.23,5.648,149.9,Sandy,1.927,1.069,0.463,Potato
22.97,61.25,65.86,27.13,52.37,5.652,111.8,Laterite,2.854,0.65,0.597,PigeonPeas
95.22,62.3,77.11,21.68,74.13,6.472,75.0,Alluvial,2.614,0.605,0.648,Tomato
127.94,53.24,52.54,20.48,81.03,6.63,83.6,Sandy,1.311,0.808,1.456,Cotton
118.99,62.03,89.45,15.68,86.22,5.97,171.0,Loamy,1.488,0.938,1.059,Potato
14.98,25.51,35.24,30.22,46.14,5.841,85.9,Laterite,2.258,0.693,1.436,Mango
95.51,56.85,57.63,22.6,70.19,6.869,99.6,Clay,1.933,0.441,0.994,Tomato
23.56,52.4,84.11,23.05,53.07,7.338,47.2,Loamy,2.828,0.808,1.608,MothBeans
75.18,57.52,51.68,20.76,62.84,6.241,108.4,Loamy,2.289,1.308,0.563,Maize
104.12,50.34,114.99,23.48,80.51,6.281,158.7,Clay,2.94,0.134,1.183,Ginger
39.41,63.21,21.89,31.41,67.08,6.684,87.5,Laterite,1.52,1.078,1.042,Blackgram
125.45,55.05,99.73,14.79,78.88,5.589,152.5,Laterite,2.532,0.106,0.976,Potato
35.8,59.81,56.76,21.24,56.04,7.237,73.2,Red,2.864,0.342,0.979,ChickPea
27.18,128.08,195.97,22.83,83.71,5.574,133.2,Black,1.862,1.082,0.687,Apple
23.85,132.58,173.59,19.65,75.13,5.928,64.8,Black,2.269,0.482,0.713,Grapes
17.5,39.54,43.54,31.15,61.76,6.946,38.9,Red,1.24,0.883,0.892,MungBean
137.55,62.41,105.03,14.2,79.97,4.816,160.8,Alluvial,2.148,0.601,0.695,Potato
22.23,51.75,45.83,25.37,68.28,6.877,59.9,Sandy,1.541,0.488,1.615,MungBean
24.16,34.34,29.79,34.6,43.31,5.62,72.3,Clay,2.596,0.558,1.245,Mango
103.62,43.53,102.37,21.12,81.03,6.015,152.9,Black,2.658,1.068,0.856,Ginger
87.98,39.6,41.02,16.65,64.25,7.63,108.5,Laterite,2.007,0.959,0.997,Mustard
24.36,47.58,82.01,28.14,57.26,6.514,50.5,Red,2.75,0.963,1.098,MothBeans
93.67,51.55,36.51,23.07,82.93,5.882,138.7,Sandy,2.0,0.624,1.455,Jute
18.1,79.18,82.86,15.33,57.45,6.013,66.8,Sandy,1.29,0.635,1.159,KidneyBeans
39.14,74.58,15.18,28.09,64.19,6.475,76.6,Clay,2.442,0.512,1.484,Blackgram
50.73,84.21,13.58,31.95,65.69,6.623,68.6,Sandy,2.07,0.536,0.671,Blackgram
102.95,94.85,54.19,26.66,73.48,6.343,124.2,Alluvial,2.001,1.064,1.583,Banana
20.24,64.72,83.72,24.12,58.21,5.676,74.9,Laterite,2.345,0.819,1.138,KidneyBeans
15.29,129.92,205.53,22.54,95.56,5.401,101.3,Clay,1.959,0.786,1.51,Apple
19.64,116.52,194.48,18.0,94.86,5.748,106.0,Laterite,2.173,0.459,0.861,Apple
25.19,16.74,33.8,27.92,90.43,5.574,132.4,Loamy,1.44,0.52,1.701,Coconut
62.68,42.99,70.19,25.32,75.12,7.114,70.3,Sandy,2.909,0.745,0.771,Onion
79.98,44.96,45.06,21.18,61.04,6.192,125.5,Clay,1.037,0.59,1.47,Maize
90.75,45.82,41.02,18.08,67.81,6.553,118.6,Red,2.775,0.1,1.067,Wheat
20.71,64.78,22.98,17.63,55.07,7.269,42.0,Alluvial,1.734,0.435,0.918,Lentil
19.22,44.72,73.61,28.36,42.84,7.539,49.1,Loamy,2.928,1.15,1.465,MothBeans
100.85,36.9,45.46,22.26,77.06,7.296,84.9,Loamy,2.258,1.153,1.813,Cotton
82.72,41.22,38.64,17.51,64.6,7.651,79.5,Laterite,1.842,1.041,2.452,Mustard
18.82,68.43,71.75,21.77,58.76,6.189,94.0,Loamy,1.818,0.506,0.626,KidneyBeans
89.16,77.41,80.54,26.4,87.2,7.07,103.1,Sandy,1.976,0.557,1.343,Sugarcane
112.96,77.68,49.25,24.94,75.07,6.368,97.6,Laterite,2.62,0.625,1.615,Banana
108.1,76.05,80.8,26.65,75.56,7.361,142.5,Clay,2.794,1.197,1.333,Sugarcane
18.42,31.61,38.07,31.32,55.18,7.411,46.4,Clay,2.37,0.659,1.272,MungBean
34.25,70.76,13.8,31.8,69.45,6.81,88.7,Clay,3.236,0.976,1.162,Blackgram
107.37,63.84,86.65,26.92,79.95,7.039,76.7,Loamy,3.655,0.986,1.266,Sugarcane
25.31,20.96,24.89,27.78,93.32,6.084,157.9,Sandy,2.698,0.471,1.256,Coconut
22.39,69.27,75.85,22.46,62.5,6.135,72.2,Red,1.841,0.88,0.971,KidneyBeans
22.92,148.11,181.51,20.73,88.83,5.93,106.2,Laterite,2.199,1.007,1.159,Apple
23.55,63.57,90.92,26.07,51.44,6.1,108.3,Sandy,1.358,1.277,1.333,PigeonPeas
98.56,76.21,76.89,27.3,80.26,6.764,98.8,Red,2.096,1.185,1.815,Sugarcane
99.04,44.81,36.72,20.33,70.45,7.072,130.9,Sandy,1.058,0.59,0.831,Wheat
81.11,49.19,41.01,25.54,81.44,6.423,193.3,Sandy,2.18,1.232,1.92,Jute
81.64,39.42,42.78,22.34,84.73,6.805,233.7,Laterite,1.503,0.583,1.476,Rice
23.69,45.61,78.19,29.72,57.07,7.489,42.7,Black,3.029,0.533,0.805,MothBeans
22.22,17.26,36.58,27.9,91.46,6.283,150.4,Laterite,2.642,1.099,1.28,Coconut
80.3,72.42,79.06,26.39,81.12,7.041,123.2,Black,2.666,0.461,1.031,Sugarcane
19.04,20.24,27.98,25.86,45.79,6.113,119.6,Laterite,2.776,0.908,0.699,Mango
25.9,118.57,181.99,23.73,84.77,5.831,73.7,Loamy,2.341,0.447,1.296,Grapes
65.61,41.96,39.08,19.42,78.2,6.791,82.2,Black,0.686,0.489,1.846,Sunflower
16.23,15.29,33.55,23.17,96.2,5.951,143.0,Black,2.4,0.757,1.189,Coconut
22.66,50.35,31.89,28.64,61.63,6.462,52.1,Clay,2.47,0.359,1.155,MungBean
108.92,61.01,102.2,16.06,80.76,5.887,152.9,Sandy,1.848,0.952,2.111,Potato
101.02,69.04,114.33,26.93,85.89,6.078,186.1,Loamy,1.626,0.671,1.249,Turmeric
60.94,37.92,45.29,24.31,79.31,6.43,203.2,Sandy,1.568,1.317,1.078,Jute
39.99,52.19,42.91,24.44,64.37,6.662,84.4,Loamy,2.328,1.112,1.195,Soybean
75.79,51.6,66.58,22.78,77.32,6.696,94.0,Sandy,1.66,0.285,1.345,Tomato
130.13,39.37,44.4,26.49,84.53,6.964,97.4,Laterite,3.367,1.051,1.272,Cotton
79.87,48.34,42.44,15.82,66.75,7.161,62.1,Loamy,2.315,0.494,0.873,Mustard
103.48,40.29,76.59,27.48,86.66,6.676,133.3,Alluvial,2.822,0.784,1.468,Sugarcane
41.71,60.57,78.14,20.66,57.65,7.126,69.1,Loamy,1.344,0.716,1.456,ChickPea
68.29,48.34,49.52,23.18,65.95,5.958,106.9,Black,2.16,1.467,0.3,Maize
77.3,67.56,61.73,17.11,72.24,6.89,95.6,Black,2.192,0.585,1.175,Tomato
74.01,56.63,83.48,23.79,82.94,7.14,131.2,Laterite,1.986,0.623,1.221,Sugarcane
86.78,81.56,55.52,28.83,81.48,6.003,91.7,Clay,3.133,0.896,1.106,Banana
26.51,120.29,211.0,22.12,78.7,6.065,71.1,Black,2.432,0.86,1.11,Grapes
25.39,44.84,43.28,24.95,65.09,6.79,73.9,Loamy,2.055,1.432,0.55,Groundnut
18.69,67.54,17.99,18.29,55.23,6.772,44.1,Alluvial,2.539,0.513,1.094,Lentil
72.88,29.5,41.21,22.05,76.77,6.352,103.4,Alluvial,2.654,0.949,1.489,Sunflower
12.94,29.78,39.07,26.43,48.02,5.829,107.0,Alluvial,2.969,1.098,0.904,Mango
68.45,39.92,37.35,26.96,73.83,6.939,171.0,Laterite,2.881,0.905,0.375,Jute
24.89,144.64,208.36,21.45,77.53,5.458,71.7,Clay,3.222,0.665,1.531,Grapes
19.04,37.64,43.54,33.15,52.07,6.929,36.7,Laterite,2.166,0.771,0.3,MungBean
113.4,66.58,65.43,25.15,75.39,7.443,145.0,Red,2.665,0.424,1.215,Sugarcane
19.15,74.89,20.84,16.0,65.34,6.942,42.1,Clay,2.174,1.154,1.557,Lentil
69.38,42.1,52.84,24.22,66.08,6.047,88.4,Sandy,2.97,1.345,1.016,Maize
111.79,49.44,90.1,23.71,87.98,6.178,195.4,Sandy,1.278,0.65,1.368,Ginger
78.26,42.78,37.7,22.79,81.89,6.416,242.4,Laterite,2.317,0.934,1.298,Rice
92.78,58.83,79.64,27.21,74.53,7.269,134.5,Loamy,4.184,0.648,2.078,Sugarcane
110.11,64.17,106.72,20.14,83.81,6.097,146.7,Sandy,2.564,1.004,1.197,Potato
91.57,41.5,37.16,17.38,68.1,6.399,117.5,Sandy,2.357,0.709,1.566,Wheat
38.73,62.56,39.02,23.25,58.74,6.469,74.5,Laterite,2.314,1.236,1.018,Soybean
38.35,67.33,18.63,24.24,64.06,6.415,65.9,Laterite,4.424,1.484,1.3,Blackgram
77.81,50.22,41.18,24.21,69.0,6.936,74.5,Red,2.74,0.877,0.974,Sunflower
95.55,29.9,69.65,26.04,74.17,6.266,76.8,Red,1.882,0.391,0.986,Onion
85.97,33.3,36.37,24.37,72.7,6.929,182.6,Loamy,2.526,0.969,0.991,Jute
24.04,119.29,172.86,23.63,91.7,5.743,73.7,Black,1.949,0.839,1.063,Grapes
80.01,46.95,45.35,18.79,73.17,6.266,111.0,Sandy,2.786,0.715,0.75,Maize
22.35,10.23,22.43,26.78,91.6,5.566,141.4,Clay,2.361,0.923,1.137,Coconut
15.74,167.23,198.98,19.37,92.77,6.235,126.7,Clay,1.492,0.414,0.647,Apple
22.82,44.29,34.63,29.52,71.05,6.697,45.5,Loamy,2.511,0.933,0.864,MungBean
30.19,51.89,38.42,26.16,69.37,6.25,41.5,Loamy,1.825,0.225,1.585,MungBean
84.77,39.49,37.3,17.12,62.37,7.325,93.1,Red,1.596,0.99,0.908,Mustard
74.3,44.88,45.54,23.53,57.98,7.232,78.6,Clay,1.291,0.945,1.264,Mustard
85.24,41.52,41.41,15.93,76.28,6.712,135.5,Sandy,2.423,0.7,0.526,Wheat
70.49,32.81,87.05,24.83,68.42,6.838,87.1,Loamy,1.749,0.624,1.277,Onion
23.27,137.78,186.18,20.62,93.12,5.737,76.5,Clay,2.645,0.64,0.815,Apple
20.17,50.74,83.87,28.63,46.13,6.665,49.1,Alluvial,2.105,0.76,1.594,MothBeans
18.78,49.62,83.74,30.74,40.52,6.61,52.3,Clay,2.506,1.428,0.716,MothBeans
18.55,10.52,28.93,27.29,95.57,6.253,152.4,Alluvial,3.125,0.705,0.741,Coconut
86.06,35.82,93.79,24.03,73.51,7.275,70.6,Clay,2.917,0.6,1.485,Onion
17.4,81.17,17.92,19.92,56.73,6.744,41.8,Sandy,3.199,0.915,1.725,Lentil
99.78,58.67,40.81,16.23,70.35,6.846,132.1,Clay,2.634,1.095,1.526,Wheat
18.66,26.0,36.12,31.81,51.06,5.897,107.2,Clay,2.176,0.338,1.411,Mango
19.64,24.27,23.6,28.98,49.38,5.954,95.2,Loamy,3.063,0.997,0.728,Mango
107.0,40.81,99.46,25.1,86.89,5.725,166.8,Alluvial,1.768,0.743,1.33,Ginger
20.03,62.53,82.11,20.69,64.06,6.56,69.5,Alluvial,0.964,1.136,1.41,KidneyBeans
43.95,57.01,79.35,24.48,52.51,6.629,72.7,Alluvial,1.774,0.856,1.466,ChickPea
58.29,43.64,49.02,20.81,67.36,5.924,136.5,Sandy,2.23,1.243,0.476,Maize
96.68,46.92,89.07,20.87,76.05,6.378,170.9,Sandy,2.268,0.506,1.275,Ginger
113.55,84.44,60.92,27.02,77.68,5.951,116.4,Sandy,2.401,0.834,0.92,Banana
107.51,44.79,106.64,18.2,78.51,6.765,184.3,Clay,2.983,0.409,1.17,Ginger
83.85,45.12,82.89,25.95,72.28,6.539,79.5,Clay,2.456,0.958,1.067,Onion
92.95,71.55,96.49,25.05,76.56,6.739,139.9,Sandy,2.514,1.096,1.161,Sugarcane
90.36,39.84,40.22,23.37,82.42,6.771,190.1,Laterite,1.518,1.382,1.333,Jute
17.14,60.7,90.03,29.34,57.12,7.11,46.4,Black,2.493,1.004,0.3,MothBeans
30.14,31.15,31.29,33.53,50.15,6.105,104.1,Black,3.248,0.653,0.908,Mango
67.01,42.27,34.06,25.86,81.19,6.64,168.4,Alluvial,1.379,0.851,0.828,Jute
24.12,20.15,29.72,28.15,97.3,5.736,123.5,Clay,3.227,0.831,0.568,Coconut
43.64,71.4,20.32,30.71,72.49,6.957,59.9,Alluvial,2.174,1.004,1.707,Blackgram
91.75,48.82,40.95,25.06,80.62,6.491,246.9,Alluvial,1.964,0.647,1.325,Rice
106.62,71.44,52.61,23.5,79.31,5.999,94.3,Sandy,2.762,1.02,1.063,Banana
27.83,49.6,40.3,30.71,64.61,6.849,65.7,Laterite,2.238,0.663,2.423,Groundnut
18.97,59.02,18.21,18.94,60.99,7.246,36.6,Loamy,2.369,0.207,1.381,Lentil
101.4,37.54,31.11,18.75,59.54,6.479,134.6,Alluvial,3.397,1.029,1.283,Wheat
78.39,38.19,44.21,24.22,82.77,6.217,216.6,Clay,2.801,0.575,1.21,Rice
17.13,26.04,27.51,31.65,42.56,6.103,112.5,Laterite,2.304,0.285,1.04,Mango
87.22,46.61,48.35,19.4,60.46,7.515,91.4,Red,1.908,1.059,1.336,Mustard
70.08,42.29,43.43,24.63,75.71,7.154,86.9,Loamy,3.129,0.972,1.793,Sunflower
64.67,49.67,41.01,26.37,72.52,6.232,105.6,Clay,1.963,0.539,0.738,Sunflower
25.31,125.86,203.37,22.51,92.46,5.132,150.0,Alluvial,1.513,0.991,2.251,Apple
68.3,62.56,66.16,19.4,74.39,6.27,76.1,Alluvial,2.177,0.886,0.585,Tomato
100.6,56.37,80.42,28.63,81.73,7.125,140.1,Alluvial,2.816,0.625,1.44,Sugarcane
74.8,35.02,112.35,26.9,73.9,6.666,76.7,Loamy,2.999,0.325,0.3,Onion
29.34,74.88,76.49,27.82,48.6,6.014,81.0,Loamy,1.612,1.473,1.198,PigeonPeas
14.21,55.31,21.21,22.49,53.97,7.102,46.8,Red,2.296,0.907,0.758,Lentil
70.49,50.45,42.66,17.96,64.62,7.515,83.0,Laterite,1.515,0.76,1.415,Mustard
21.79,145.68,202.03,29.14,80.12,5.593,77.1,Alluvial,1.473,0.246,0.911,Grapes
32.46,72.39,15.72,29.56,58.1,7.12,67.9,Black,2.139,0.67,1.289,Blackgram
108.23,65.21,103.86,15.16,81.44,6.336,109.6,Loamy,1.156,0.567,1.658,Potato
101.05,50.9,51.29,22.26,71.2,6.784,68.5,Clay,2.558,0.195,1.457,Cotton
100.63,50.25,46.45,27.0,78.44,6.442,80.3,Loamy,2.19,0.899,1.138,Cotton
120.38,51.11,59.69,23.34,77.72,6.494,83.4,Alluvial,3.814,0.761,0.762,Cotton
60.12,40.41,50.08,16.69,60.83,7.288,85.8,Sandy,2.79,0.643,1.664,Mustard
24.34,129.2,196.31,24.65,87.1,6.081,71.1,Clay,2.087,0.141,0.962,Grapes
35.62,60.84,95.49,20.82,58.97,6.828,76.0,Laterite,2.087,1.281,1.381,ChickPea
87.04,42.49,44.23,22.96,83.55,6.009,246.7,Laterite,2.247,0.652,1.116,Rice
104.3,71.23,93.7,25.61,80.91,6.606,159.3,Alluvial,2.815,0.696,1.459,Ginger
111.27,44.41,47.93,25.5,83.95,6.797,80.1,Sandy,2.755,0.649,1.058,Cotton
100.73,75.31,78.33,25.54,77.97,7.136,129.5,Sandy,1.636,0.332,1.361,Sugarcane
85.37,75.78,87.54,26.22,78.28,6.28,83.2,Red,1.532,0.781,1.421,Tomato
77.47,46.73,46.86,16.65,65.18,7.791,82.8,Laterite,1.846,1.09,1.323,Mustard
64.12,42.21,37.81,26.23,83.13,6.192,251.4,Alluvial,1.288,0.566,1.66,Rice
84.05,40.78,39.18,22.69,81.09,6.339,258.7,Alluvial,1.376,1.015,1.128,Rice
102.2,45.16,119.34,18.24,80.98,6.404,148.9,Loamy,0.512,0.796,1.512,Ginger
18.04,72.5,92.96,23.77,57.18,5.943,72.1,Clay,2.57,0.489,1.449,KidneyBeans
