State,District,Year,Season,Crop,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Yield_kg_ha,Price_INR_q
Tamil Nadu,Nagapattinam,2020,Rabi,Tomato,42.23,61.23,77.78,22.3413,79.6662,6.0001,1057.34,17849.8,2729.24
Karnataka,Bidar,2022,Rabi,Sunflower,62.03,58.38,51.37,21.5121,69.3722,7.3386,1219.26,1486.1,5814.81
Jharkhand,Hazaribagh,2022,Rabi,Lentil,22.26,54.39,21.41,21.78,71.42,4.47,1116.72,1.0,5626.98
West Bengal,Howrah,2022,Annual,Banana,72.53,75.78,36.97,26.38,92.73,5.42,1822.55,25003.3,1120.33
Telangana,Adilabad,2019,Kharif,Cotton,165.7,26.43,30.16,26.66,67.65,6.16,1117.08,1.0,6041.21
Gujarat,Gandhinagar,2020,Rabi,Mustard,66.04,47.74,50.17,25.79,66.48,7.64,465.22,1006.73,4572.72
Bihar,Saran,2021,Rabi,Lentil,9.01,83.03,15.81,24.1464,76.9552,6.9514,1113.45,1147.4,5927.21
Daman & Diu,Daman,2020,Rabi,Wheat,92.64,72.59,62.19,27.62,67.75,6.32,1822.68,3875.0,2085.94
Rajasthan,Bikaner,2022,Rabi,Onion,55.76,22.44,115.52,23.7,38.62,7.8,579.86,14772.01,2542.78
Maharashtra,Wardha,2020,Rabi,Wheat,127.27,41.18,52.44,21.2813,65.5926,6.3192,1104.94,2939.0,2091.93
Jammu & Kashmir,Pulwama,2019,Kharif,Maize,59.67,53.61,72.29,21.72,58.72,7.07,1271.3,2461.43,1711.07
Bihar,Muzaffarpur,2022,Rabi,Potato,89.62,50.95,83.29,17.36,58.92,6.75,967.3,18442.9,1085.13
Assam,Sivasagar,2020,Kharif,Jute,45.43,34.62,46.75,24.9495,75.8005,6.0766,2131.06,2708.2,4832.14
West Bengal,Nadia,2021,Kharif,Jute,43.97,37.89,29.17,23.45,63.44,6.59,1424.12,3195.66,4051.18
Assam,Jorhat,2023,Kharif,Turmeric,89.21,41.7,131.89,25.9965,81.0559,5.7831,2468.54,4890.5,6883.9
Nagaland,Kohima,2022,Kharif,Rice,69.8,27.52,46.65,16.6897,76.8181,4.8735,1497.11,2156.1,1890.93
Odisha,Rourkela,2022,Rabi,Mustard,78.4,39.58,28.1,20.77,87.37,7.31,1709.54,1437.65,6534.44
Goa,North Goa,2020,Annual,Mango,24.1,12.04,24.22,28.69,74.1,6.92,2091.9,9020.42,2745.43
Punjab,Moga,2022,Rabi,Potato,104.53,60.79,67.83,12.654,47.2598,7.8933,628.34,20439.9,966.59
Telangana,Nalgonda,2019,Kharif,Groundnut,19.04,57.09,42.65,36.125,82.1239,6.0796,1150.97,1555.1,6063.46
Madhya Pradesh,Dewas,2023,Rabi,Lentil,31.02,55.89,30.09,25.39,52.71,7.13,769.12,1167.6,5829.12
Gujarat,Junagadh,2022,Kharif,Rice,47.75,43.62,55.93,29.63,46.38,7.05,755.01,2201.8,1620.76
Andhra Pradesh,Visakhapatnam,2022,Kharif,Maize,85.64,49.46,20.6,29.5,70.0,6.48,1253.32,3273.35,1629.46
Gujarat,Anand,2019,Kharif,Rice,79.94,36.82,34.03,34.2803,70.7423,6.9611,734.3,2958.4,1864.34
Gujarat,Kheda,2021,Rabi,Mustard,69.12,33.5,38.61,35.08,69.17,7.2,990.24,1752.5,5610.98
Odisha,Cuttack,2023,Kharif,Rice,44.53,24.19,43.49,28.6633,76.1823,6.0273,1921.46,4226.0,1745.12
Madhya Pradesh,Rewa,2023,Kharif,Maize,90.54,52.89,1.81,33.17,63.04,6.05,1045.04,2713.0,1869.36
Andaman & Nicobar,South Andaman,2021,Kharif,Rice,53.71,43.58,41.02,25.88,88.69,6.15,3041.55,4096.1,1554.22
Jammu & Kashmir,Udhampur,2023,Kharif,Soybean,37.69,60.35,46.12,31.04,58.65,6.99,1260.19,1021.5,4237.96
West Bengal,South 24 Parganas,2019,Rabi,Mustard,92.88,43.24,20.22,25.48,74.41,5.31,1989.2,1001.77,5586.16
Gujarat,Bhavnagar,2023,Rabi,Wheat,41.01,31.13,30.39,26.7149,59.9274,7.3334,723.48,4107.8,2125.09
Andhra Pradesh,Vizianagaram,2019,Annual,Mango,14.99,32.69,43.96,25.6576,83.0855,5.7086,775.24,6598.0,2988.94
Tamil Nadu,Nagapattinam,2022,Rabi,Tomato,82.58,53.7,88.23,28.97,73.58,6.81,814.48,18289.2,2461.96
Madhya Pradesh,Rewa,2023,Kharif,Maize,111.41,51.5,59.99,24.1673,58.3791,7.7039,755.78,3803.3,2145.98
Rajasthan,Ajmer,2023,Rabi,Wheat,81.91,34.28,35.87,17.8714,36.1029,6.988,222.65,4418.7,1874.64
Uttarakhand,Almora,2021,Kharif,Ginger,123.1,71.12,108.22,15.1864,67.1829,6.81,1297.69,4717.8,5289.47
Assam,Dibrugarh,2019,Annual,Banana,75.37,67.57,42.84,24.94,80.95,5.91,2145.52,26680.3,1213.14
Odisha,Berhampur,2020,Rabi,Mustard,29.25,53.87,41.38,23.18,93.81,6.17,1274.64,658.5,5193.0
Maharashtra,Nagpur,2019,Annual,Banana,63.41,122.6,67.77,24.5234,66.9051,6.5276,668.73,28805.9,1106.1
Meghalaya,East Khasi Hills,2020,Kharif,Maize,92.6,61.86,55.21,17.2773,96.8547,4.4232,2332.1,3512.7,2169.35
Manipur,Churachandpur,2021,Rabi,Potato,100.68,24.95,60.65,22.42,89.99,5.9,1228.59,23487.63,1030.86
Tamil Nadu,Cuddalore,2021,Kharif,Turmeric,119.36,81.48,168.45,29.61,87.3,6.14,692.3,2545.26,6873.66
Manipur,Thoubal,2022,Zaid,MungBean,21.1,49.15,71.91,19.7589,76.6121,5.6353,1702.05,839.6,8327.95
Karnataka,Hassan,2023,Annual,Sugarcane,84.11,61.64,86.05,19.72,76.93,5.75,778.86,76760.9,315.07
Uttar Pradesh,Agra,2020,Rabi,Lentil,11.12,66.07,26.3,20.37,69.9,7.27,1003.07,1121.8,5816.69
Punjab,Patiala,2020,Rabi,Wheat,74.65,42.01,23.5,15.91,78.76,8.08,661.7,3640.0,1740.11
Telangana,Karimnagar,2021,Kharif,Soybean,34.96,68.86,61.71,28.12,62.16,6.31,984.46,519.13,3861.53
Rajasthan,Sikar,2019,Kharif,MothBeans,32.38,50.97,68.94,25.29,34.69,8.02,362.97,666.5,4161.01
Arunachal Pradesh,Itanagar,2021,Kharif,Maize,63.13,70.73,47.79,22.9528,79.1165,5.3135,3108.69,2749.5,1921.27
Andaman & Nicobar,Nicobars,2019,Kharif,Rice,102.26,62.2,25.87,27.2738,89.4904,5.611,3395.43,3334.0,2026.85
Karnataka,Shivamogga,2020,Kharif,Rice,67.8,30.67,60.7,25.5359,72.4319,6.9799,1161.29,2357.4,1869.75
Madhya Pradesh,Indore,2022,Rabi,Potato,152.09,100.02,106.67,28.9342,49.7016,6.8645,1086.78,17023.7,1102.5
West Bengal,Howrah,2019,Rabi,Potato,81.18,78.07,109.6,26.65,74.82,5.57,1436.56,22424.7,1026.05
Uttarakhand,Haridwar,2022,Kharif,Maize,60.67,41.48,48.56,24.29,72.66,6.46,1481.7,3899.9,2198.71
Uttar Pradesh,Firozabad,2021,Kharif,PigeonPeas,11.71,102.96,70.96,32.03,67.72,6.44,735.54,1190.5,6060.18
Madhya Pradesh,Rewa,2019,Kharif,Maize,67.79,56.1,64.11,27.2028,69.8267,6.7554,959.04,3535.2,1877.16
Bihar,Rohtas,2021,Kharif,Maize,68.19,46.34,43.36,28.43,84.58,7.6,1130.39,4004.2,1654.03
Rajasthan,Bharatpur,2019,Kharif,MothBeans,19.86,56.86,96.41,30.09,18.96,6.36,259.01,843.2,3711.13
Punjab,Jalandhar,2020,Kharif,Maize,68.23,74.1,53.77,26.173,49.5577,7.5418,643.36,4485.7,1780.36
Madhya Pradesh,Shivpuri,2021,Rabi,Onion,51.92,48.81,115.9,22.05,63.31,7.05,1108.66,17689.5,2073.27
Gujarat,Ahmedabad,2019,Kharif,Cotton,136.2,51.53,56.1,27.05,79.05,7.23,818.82,390.6,6759.62
Manipur,Imphal East,2021,Rabi,Potato,107.08,57.73,146.8,20.3,82.58,6.83,1003.43,23931.8,976.38
Gujarat,Kheda,2019,Rabi,Mustard,85.46,44.47,23.28,30.64,36.59,7.98,350.88,2204.26,5632.62
Gujarat,Bhavnagar,2019,Rabi,Wheat,55.01,49.34,39.66,23.78,45.18,6.5,488.47,4545.5,1967.23
Kerala,Wayanad,2019,Kharif,Ginger,77.03,52.6,77.57,27.82,95.58,6.45,3085.83,2710.98,6374.7
Chhattisgarh,Rajnandgaon,2020,Kharif,Soybean,36.58,54.96,43.41,28.04,79.14,6.38,1258.2,1852.11,3528.38
Punjab,Ferozepur,2023,Kharif,Maize,91.43,55.92,56.43,28.48,86.21,7.69,582.0,3595.2,1917.03
West Bengal,Murshidabad,2022,Rabi,Tomato,99.38,68.05,77.23,20.01,81.11,4.87,1070.9,15706.9,2752.39
Bihar,Araria,2022,Rabi,Onion,65.75,15.07,81.49,21.44,69.14,6.51,676.98,10060.6,2172.57
Tripura,South Tripura,2020,Kharif,Turmeric,107.77,87.4,120.68,28.32,80.38,6.47,2311.11,3990.0,8518.52
Puducherry,Mahe,2019,Rabi,Tomato,66.27,37.95,64.94,26.33,83.24,6.25,1396.54,19618.51,2509.56
Andaman & Nicobar,South Andaman,2021,Annual,Coconut,25.66,11.72,6.11,27.6006,90.2047,5.2628,2715.31,8689.3,1689.09
Himachal Pradesh,Kullu,2019,Rabi,Apple,9.38,143.19,167.41,19.4374,42.8634,6.3265,1299.87,11672.9,5314.91
Bihar,Araria,2019,Rabi,Lentil,12.81,62.43,19.33,21.0127,73.1858,6.5232,971.2,1055.2,5124.03
Odisha,Kendrapara,2019,Kharif,Maize,64.71,54.39,48.66,24.46,61.09,6.49,1715.95,3018.9,2147.43
Nagaland,Wokha,2022,Kharif,Ginger,76.5,56.85,122.34,23.42,65.44,6.06,1745.06,4007.98,5479.78
Himachal Pradesh,Mandi,2019,Rabi,Wheat,107.24,50.65,25.88,5.09,66.36,6.07,1027.5,4251.7,1798.76
Manipur,Bishnupur,2019,Kharif,Ginger,111.35,48.26,135.22,21.59,69.64,5.66,1276.55,3813.6,6027.43
Telangana,Karimnagar,2023,Kharif,Soybean,56.56,65.71,22.77,34.62,57.04,7.08,777.46,1159.6,4480.19
West Bengal,North 24 Parganas,2022,Annual,Mango,15.11,36.59,23.42,32.53,79.15,5.89,1583.56,6777.9,2890.68
Punjab,Moga,2020,Rabi,Potato,100.42,53.73,103.6,20.79,83.7,8.11,759.68,21051.1,1012.01
Karnataka,Raichur,2022,Kharif,Cotton,86.81,42.94,34.34,20.3638,76.7291,6.0628,873.36,324.4,5796.79
Odisha,Rourkela,2020,Annual,Coconut,33.71,17.4,46.76,25.7016,66.1043,6.1143,1265.61,8600.0,1685.71
Jammu & Kashmir,Kupwara,2019,Rabi,Mustard,95.03,41.48,29.09,9.51,47.53,6.58,1113.23,1925.9,5491.66
Punjab,Hoshiarpur,2020,Annual,Sugarcane,68.79,72.17,68.85,14.3628,70.7271,8.527,609.79,66592.8,265.63
Rajasthan,Kota,2021,Kharif,Cotton,158.6,39.29,47.99,33.3,45.42,7.34,398.14,390.4,6009.85
Himachal Pradesh,Hamirpur,2020,Kharif,Ginger,79.44,12.67,125.5,16.75,68.72,4.77,1144.97,4020.3,5643.08
Goa,South Goa,2021,Annual,Mango,27.28,23.38,34.27,28.35,91.17,6.08,3035.61,6151.1,2969.01
Chhattisgarh,Ambikapur,2021,Kharif,Rice,58.74,50.95,17.72,27.43,73.5,6.89,1122.99,3324.4,2005.6
West Bengal,Birbhum,2021,Annual,Mango,15.76,29.09,31.03,23.6959,95.6285,5.5546,1934.84,5893.0,2629.29
West Bengal,Birbhum,2019,Rabi,Wheat,85.28,33.29,46.87,21.06,94.81,6.03,2061.34,4241.59,2073.07
Karnataka,Bengaluru Urban,2022,Kharif,Rice,57.66,31.18,35.33,28.23,81.19,6.22,893.32,2813.1,1948.86
Uttarakhand,Almora,2022,Kharif,Ginger,111.34,40.66,59.93,8.06,78.82,6.62,1074.32,3429.2,4613.86
Tripura,North Tripura,2023,Kharif,Ginger,116.18,52.99,105.31,25.19,81.73,5.63,2693.19,5292.15,5121.1
Telangana,Mahabubnagar,2020,Kharif,Soybean,31.86,39.03,36.36,29.08,69.49,6.94,901.47,1169.4,4168.62
Meghalaya,Jaintia Hills,2019,Kharif,Maize,82.5,53.01,57.51,24.49,88.66,5.34,2293.76,3579.7,1917.93
Maharashtra,Wardha,2021,Annual,Mango,27.92,30.4,39.69,27.09,69.07,6.08,930.22,8276.26,2943.88
Bihar,Sitamarhi,2019,Rabi,Mustard,86.53,48.18,36.84,19.58,57.17,7.21,1040.2,1440.5,4397.63
Andhra Pradesh,Kadapa,2022,Annual,Banana,81.13,93.1,67.93,21.0,63.17,5.41,727.29,24658.7,1105.19
Nagaland,Tuensang,2020,Kharif,Maize,47.25,65.21,58.34,20.74,61.35,5.49,2326.61,2519.0,1986.77
Madhya Pradesh,Jabalpur,2019,Kharif,Maize,116.27,36.71,40.46,33.08,55.61,6.39,978.67,2171.6,1982.26
Gujarat,Kaira,2020,Rabi,Potato,110.58,55.16,110.39,24.82,70.71,8.88,907.82,22675.3,1032.61
Tamil Nadu,Chennai,2020,Annual,Sugarcane,111.74,72.16,59.76,31.01,99.33,6.13,910.41,85427.9,257.75
Uttar Pradesh,Meerut,2019,Rabi,Onion,94.72,41.88,86.44,19.6123,60.7805,7.4582,987.24,18276.1,1936.63
Chhattisgarh,Bilaspur,2020,Kharif,Maize,63.18,61.66,50.47,21.56,54.24,6.49,1526.6,3776.6,2002.02
Gujarat,Vadodara,2021,Rabi,Potato,182.42,79.2,124.12,26.53,70.0,7.37,574.95,15858.8,989.05
Andhra Pradesh,Guntur,2021,Rabi,Tomato,86.43,87.43,104.86,23.7113,77.7679,6.1364,1015.41,22459.6,2287.71
Rajasthan,Jaisalmer,2023,Rabi,Wheat,71.66,42.83,36.66,25.22,57.42,8.0,406.65,4163.5,1796.12
Uttar Pradesh,Meerut,2020,Annual,Sugarcane,66.49,55.45,80.7,20.8747,33.436,6.805,741.05,65928.6,316.13
Rajasthan,Jaisalmer,2023,Zaid,MungBean,25.59,42.81,62.12,29.02,65.69,6.97,461.86,991.5,8053.28
Arunachal Pradesh,East Kameng,2019,Kharif,Rice,82.87,39.91,41.34,17.3188,81.6261,4.679,2659.42,3747.9,2066.35
Maharashtra,Amravati,2022,Rabi,Onion,118.36,60.67,102.29,16.2611,83.5813,6.7044,1089.82,17111.3,2094.92
Rajasthan,Jodhpur,2021,Kharif,Groundnut,20.85,53.23,41.4,34.75,50.84,7.79,397.58,1735.54,5558.77
Odisha,Balasore,2019,Kharif,Rice,70.49,45.42,43.68,28.81,79.64,6.71,1308.41,1883.48,1772.79
Kerala,Thiruvananthapuram,2019,Kharif,Rice,70.4,41.51,43.99,26.98,93.08,5.95,3554.74,1885.69,2009.39
Kerala,Kollam,2019,Kharif,Ginger,94.38,34.21,106.76,28.6877,93.2041,5.9483,3368.44,3930.8,4891.11
Jammu & Kashmir,Srinagar,2021,Rabi,Wheat,75.77,59.8,44.97,5.17,74.84,6.56,1047.52,3198.4,2026.11
Chhattisgarh,Raipur,2022,Rabi,Mustard,62.54,47.79,32.79,22.56,72.49,6.59,995.68,1056.45,4324.56
Rajasthan,Bikaner,2020,Rabi,Onion,73.94,75.05,45.62,26.64,26.13,6.97,177.73,11775.51,2109.94
Manipur,Bishnupur,2022,Kharif,Ginger,97.73,51.98,48.81,27.817,79.8776,5.2262,1267.82,3754.2,5766.75
Ladakh,Kargil,2020,Rabi,Potato,102.61,62.85,55.51,9.76,21.19,6.79,156.85,15963.9,949.54
Haryana,Hisar,2023,Annual,Sugarcane,117.19,44.3,67.84,24.23,40.59,6.5,463.33,65952.74,176.74
West Bengal,Birbhum,2022,Annual,Sugarcane,105.95,69.63,79.49,29.0717,68.4084,5.9773,1540.69,58681.9,303.57
Gujarat,Bhavnagar,2019,Rabi,Wheat,104.07,37.45,42.95,19.4659,71.2625,6.8985,676.76,3554.8,2162.82
Chandigarh,Chandigarh,2021,Rabi,Mustard,58.35,40.52,59.58,15.94,39.29,7.56,609.74,2373.55,6836.39
Tamil Nadu,Tiruppur,2021,Rabi,Tomato,62.57,53.11,108.81,24.6581,67.6756,5.4576,875.26,23051.7,2851.54
Tripura,West Tripura,2019,Annual,Banana,65.74,87.96,65.51,23.42,82.08,5.76,2234.67,23205.8,1335.02
Uttar Pradesh,Prayagraj,2019,Annual,Sugarcane,88.26,61.78,75.82,27.8337,58.7314,6.7128,994.42,62719.7,311.47
Maharashtra,Yavatmal,2021,Rabi,Tomato,88.32,84.4,83.85,28.07,84.4,6.55,1055.49,23054.9,2643.55
Chhattisgarh,Raigarh,2020,Kharif,Rice,71.73,41.29,33.31,25.4,56.88,5.68,1161.37,2029.4,1927.14
Telangana,Medak,2022,Annual,Banana,117.17,66.03,62.21,25.6315,77.1671,6.2303,711.23,22357.3,1147.88
Delhi,West Delhi,2021,Kharif,Rice,96.06,45.17,45.22,36.9594,69.0412,7.1261,869.08,3351.5,1701.03
Karnataka,Hassan,2021,Annual,Banana,96.88,86.86,67.57,26.7,82.38,6.47,1437.36,28827.5,1348.78
Madhya Pradesh,Narsinghpur,2023,Rabi,Mustard,78.07,43.77,42.12,28.03,61.9,6.75,526.21,1798.5,5399.1
Odisha,Sambalpur,2022,Annual,Sugarcane,98.35,62.8,86.31,28.57,81.33,5.35,1502.18,68657.5,258.44
Tamil Nadu,Vellore,2020,Kharif,Maize,69.03,35.68,35.48,29.15,69.51,7.72,895.7,3685.6,1929.58
Uttar Pradesh,Mathura,2020,Annual,Mango,22.21,21.12,24.44,20.45,79.9,7.0,820.13,5160.56,3003.22
Karnataka,Mysuru,2022,Rabi,Grapes,18.65,147.52,178.67,17.0,56.68,5.76,1239.78,16467.3,4106.14
Telangana,Mahabubnagar,2021,Kharif,Rice,84.81,39.15,21.44,24.29,83.29,6.94,468.71,3931.8,1896.16
Andhra Pradesh,Srikakulam,2020,Annual,Sugarcane,80.2,56.74,86.53,29.208,61.2896,6.3705,1162.22,62739.4,290.82
Karnataka,Kalaburagi,2022,Rabi,Sunflower,89.04,52.51,25.43,19.55,58.39,6.46,877.73,1208.9,6228.91
Lakshadweep,Lakshadweep,2021,Annual,Banana,132.52,93.72,54.92,29.46,86.34,6.45,2442.68,23098.69,988.11
Uttarakhand,Pauri Garhwal,2023,Kharif,Maize,70.14,60.68,54.07,23.21,84.5,5.86,1642.4,2724.9,1786.88
Odisha,Ganjam,2020,Rabi,Mustard,70.64,43.42,32.39,25.2,79.21,6.38,1773.72,1661.0,4229.11
Tripura,North Tripura,2021,Kharif,Turmeric,78.03,74.5,152.22,25.4057,82.8214,5.3332,1799.47,4833.3,6706.23
Punjab,Ludhiana,2019,Zaid,MungBean,31.07,48.65,26.62,34.3031,53.6796,7.1968,490.59,1042.7,7587.07
Nagaland,Dimapur,2023,Kharif,Rice,101.76,34.3,22.5,21.0901,82.8042,6.2853,1784.32,4498.7,1979.66
Andhra Pradesh,East Godavari,2019,Kharif,Rice,72.15,41.33,34.4,26.7642,78.0528,4.7413,853.01,3448.8,1800.84
Uttar Pradesh,Saharanpur,2021,Zaid,MungBean,17.94,58.53,31.52,23.77,57.43,7.45,689.0,1318.5,6713.15
Rajasthan,Ajmer,2019,Rabi,Wheat,77.37,32.95,48.55,27.1,40.65,8.01,292.57,3404.5,2028.2
Manipur,Thoubal,2020,Zaid,MungBean,26.73,52.72,57.64,18.6004,80.9371,6.022,1544.9,933.8,8175.05
Uttar Pradesh,Jhansi,2021,Rabi,Onion,76.33,52.27,67.81,15.9,58.88,7.46,666.75,12420.4,1729.59
Jharkhand,Deoghar,2022,Kharif,PigeonPeas,34.66,80.97,86.28,31.8116,63.7549,5.4947,1269.08,1131.0,5565.54
West Bengal,Murshidabad,2020,Annual,Banana,97.75,91.86,44.75,33.8425,89.7711,5.3055,1195.61,21374.9,1043.24
Uttar Pradesh,Mathura,2022,Annual,Mango,11.64,33.68,39.32,28.2369,82.0489,7.834,742.32,6894.8,3010.88
Haryana,Rohtak,2020,Rabi,Wheat,85.03,59.14,41.68,23.1809,63.3779,7.3956,712.45,2582.8,1943.57
Haryana,Rohtak,2020,Rabi,Sunflower,78.24,42.46,62.09,22.19,61.02,7.57,732.26,1044.5,5436.66
Tamil Nadu,Erode,2020,Kharif,Cotton,145.1,40.48,72.9,30.13,69.96,5.75,835.82,348.3,6553.44
Bihar,Patna,2019,Annual,Sugarcane,98.95,54.33,72.78,20.3505,86.4628,6.8742,1147.34,73148.2,315.4
Tamil Nadu,Madurai,2020,Rabi,Onion,97.27,33.8,108.21,23.2491,74.4025,6.4458,1111.74,10907.0,1777.15
Ladakh,Kargil,2019,Rabi,Potato,102.31,63.52,57.63,9.649,21.2342,6.8212,118.52,15963.9,949.54
Delhi,East Delhi,2023,Rabi,Potato,140.16,41.89,91.97,28.26,55.13,6.98,676.22,22102.7,829.4
Rajasthan,Jodhpur,2019,Rabi,Onion,113.66,25.61,48.33,14.01,47.83,6.84,543.72,12463.29,2068.97
Uttarakhand,Pithoragarh,2023,Rabi,Tomato,72.86,76.09,88.42,16.38,65.58,6.79,1207.26,15057.3,2392.52
Sikkim,West Sikkim,2020,Kharif,Rice,84.82,61.68,31.61,4.75,82.53,4.8,1442.39,3178.1,1878.67
Madhya Pradesh,Vidisha,2023,Kharif,Cotton,122.45,51.2,49.15,25.95,68.36,8.23,965.6,467.9,5931.41
Odisha,Kendrapara,2022,Annual,Coconut,29.21,23.29,26.89,28.16,87.58,5.81,1230.01,7519.09,1471.43
Andhra Pradesh,Prakasam,2020,Kharif,Cotton,75.82,54.1,36.89,33.33,60.55,5.96,851.1,1578.28,7151.35
Dadra & Nagar Haveli,Dadra and Nagar Haveli,2020,Kharif,Rice,71.28,34.15,46.29,30.5149,90.9247,6.0001,1691.03,2864.7,1896.41
Bihar,Araria,2021,Rabi,Potato,123.43,37.43,90.67,13.93,53.73,6.95,1496.62,22070.0,1160.04
Tripura,South Tripura,2021,Annual,Sugarcane,99.79,48.23,54.17,24.53,90.4,6.43,2155.71,72537.05,201.22
Uttarakhand,Nainital,2021,Rabi,Wheat,121.99,44.1,46.64,28.64,54.17,5.81,1514.24,4313.83,2021.65
West Bengal,Midnapore,2023,Kharif,Rice,81.03,43.06,46.75,30.18,77.93,6.25,1803.67,2887.56,1744.19
Manipur,Imphal West,2019,Zaid,MungBean,15.07,30.76,53.01,23.53,87.79,5.36,1578.95,1120.1,7538.84
Sikkim,East Sikkim,2019,Kharif,Ginger,148.4,61.1,132.57,10.4834,88.8911,5.3229,2522.19,4221.6,5871.11
Maharashtra,Jalgaon,2023,Rabi,Grapes,11.56,76.14,160.22,28.41,51.98,5.37,1045.9,14384.2,4214.44
Uttar Pradesh,Muzaffarnagar,2022,Zaid,MungBean,23.4,32.33,42.96,21.94,47.31,8.18,767.62,795.7,8614.61
Andhra Pradesh,Vijayawada,2022,Annual,Mango,25.82,39.56,43.67,26.51,75.27,6.94,944.98,6779.6,3285.05
Tamil Nadu,Nagapattinam,2023,Kharif,Cotton,163.99,36.94,40.58,29.66,73.07,6.14,756.45,501.7,6116.71
Karnataka,Chamarajanagar,2019,Annual,Coconut,30.16,21.87,33.25,22.75,54.79,5.83,862.89,8995.4,1673.21
Maharashtra,Latur,2022,Rabi,Grapes,22.61,110.84,187.96,29.13,66.31,6.06,1269.62,17301.5,4016.89
Andhra Pradesh,East Godavari,2020,Kharif,Groundnut,14.24,45.37,25.95,32.0211,63.2591,6.6925,974.03,1833.4,6549.9
Uttarakhand,Udham Singh Nagar,2019,Rabi,Mustard,91.36,47.82,37.6,8.78,68.48,6.49,1252.32,1404.37,6262.87
Uttar Pradesh,Firozabad,2021,Kharif,Rice,93.75,49.53,41.24,17.29,58.49,7.39,788.45,2369.0,1660.75
Assam,Golaghat,2019,Annual,Banana,87.8,66.63,51.43,24.1,86.9,6.38,1634.24,22170.03,1092.0
Madhya Pradesh,Chhindwara,2023,Rabi,Mustard,96.12,51.95,46.18,22.69,72.82,7.17,798.05,1621.8,6014.23
Maharashtra,Mumbai,2023,Rabi,Grapes,16.66,132.04,174.24,24.1184,79.3431,5.6709,1124.87,13822.5,3474.41
Maharashtra,Latur,2022,Kharif,Rice,77.6,44.79,34.27,30.89,63.9,6.46,970.37,3082.0,1701.53
Manipur,Thoubal,2022,Kharif,Rice,64.3,46.43,53.04,15.5979,84.3157,6.5612,1906.32,4095.0,2038.24
Rajasthan,Tonk,2020,Rabi,Mustard,66.13,58.25,61.36,23.64,18.31,7.37,309.89,1437.7,5640.42
Maharashtra,Latur,2022,Kharif,Rice,130.15,51.68,23.16,30.4,52.21,6.15,921.47,3106.89,1939.83
Ladakh,Leh,2023,Rabi,Mustard,92.84,41.11,52.88,8.59,17.58,8.25,29.44,1994.2,5999.35
Arunachal Pradesh,Papum Pare,2021,Rabi,Apple,22.49,165.07,174.29,20.7665,84.4937,4.9335,2783.38,10834.9,4903.01
Tamil Nadu,Trichy,2022,Annual,Banana,107.33,85.25,56.56,28.04,88.42,6.37,1051.49,25492.0,1295.1
Gujarat,Junagadh,2023,Rabi,Potato,118.41,49.82,71.58,25.6456,70.7879,7.9636,865.36,18345.1,1036.74
Mizoram,Champhai,2022,Rabi,Potato,200.93,55.72,53.4,20.74,76.62,5.61,2026.31,23678.6,961.91
West Bengal,Murshidabad,2021,Annual,Banana,113.5,84.82,36.83,25.24,78.46,5.13,1609.6,29501.66,935.87
Rajasthan,Kota,2019,Kharif,Cotton,136.14,36.61,60.9,26.1767,18.0,7.0512,466.23,410.0,5892.72
Uttar Pradesh,Lucknow,2022,Kharif,Rice,61.62,53.72,32.18,23.0147,55.1725,7.1323,795.44,4266.7,1835.34
Madhya Pradesh,Vidisha,2022,Kharif,Groundnut,38.79,45.37,29.07,26.4,57.46,7.46,1125.88,1906.4,6841.15
Andhra Pradesh,Guntur,2022,Annual,Mango,16.85,12.21,49.89,25.199,67.8333,7.1723,1155.25,7797.5,3121.55
Bihar,Patna,2020,Kharif,Rice,40.29,49.32,29.51,31.38,77.02,6.91,1417.27,3903.4,1615.34
Himachal Pradesh,Bilaspur,2021,Rabi,Tomato,101.46,69.18,104.32,20.69,86.88,6.58,1677.85,23150.67,2788.66
Assam,Dibrugarh,2023,Annual,Banana,103.34,75.27,56.69,25.2,90.33,4.93,1817.09,23279.7,1166.78
Andhra Pradesh,Prakasam,2021,Kharif,Groundnut,13.76,50.33,33.95,24.0,70.3,6.39,986.36,2496.6,5902.59
West Bengal,Birbhum,2020,Annual,Mango,16.6,28.38,41.29,24.3011,83.9125,6.0237,1834.69,5281.7,3031.86
Maharashtra,Sangli,2022,Kharif,Cotton,114.18,51.09,44.74,26.9165,50.234,6.3265,841.12,362.1,6296.54
Karnataka,Raichur,2020,Kharif,Cotton,85.7,42.97,36.55,19.8,75.84,6.12,874.58,1.0,5811.39
Uttar Pradesh,Rae Bareli,2022,Kharif,Rice,96.78,20.23,34.85,27.54,94.5,8.88,748.36,3789.7,1996.87
Andaman & Nicobar,North and Middle Andaman,2022,Kharif,Rice,100.13,51.56,36.82,29.9,87.38,5.74,2756.26,3407.2,1730.77
Bihar,Nalanda,2021,Annual,Mango,22.72,41.36,49.99,32.42,65.55,7.05,905.85,7847.74,3233.47
Gujarat,Amreli,2020,Kharif,Groundnut,29.24,68.76,49.53,40.47,80.05,6.72,1115.44,2354.3,5578.45
West Bengal,North 24 Parganas,2022,Rabi,Onion,75.19,24.53,78.39,20.7,60.24,6.81,1670.28,13255.34,1872.16
